old_path,new_path,topic,channel
20260329_20250617 - 「高盛研报解读」202506016：中国新房需求预计较峰值下降75%，年均低于500万套，呈“L型”复苏，投资客离场和棚改透支形成反噬｜外资研报｜闪辉｜中国经济｜房地产｜房价｜买房｜ [HPSgxwfgzVQ]_MiroFish.md,20260329_20250617 - 「高盛研报解读」202506016：中国新房需求预计较峰值下降75%，年均低于500万套，呈“L型”复苏，投资客离场和棚改透支形成反噬｜外资研报｜闪辉｜中国经济｜房地产｜房价｜买房｜ [HPSgxwfgzVQ]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250618 - 「瑞银研报解读」20250616：房价止跌需房租先回稳，房贷利率应降至租售比之下，中国房地产调查｜外资研报｜中国经济｜房地产｜房价｜收入｜就业｜预期｜ [Q-ShcTs-yn0]_MiroFish.md,20260329_20250618 - 「瑞银研报解读」20250616：房价止跌需房租先回稳，房贷利率应降至租售比之下，中国房地产调查｜外资研报｜中国经济｜房地产｜房价｜收入｜就业｜预期｜ [Q-ShcTs-yn0]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250619 - 「高盛研报解读」20250616：中国民企回归系列Part1：趋势逆转｜本周大火的高盛策略报告｜外资研报｜中国经济｜民营企业｜民营经济｜监管｜民营经济促进法｜国进民退｜ [ZNTT8_edJf0]_MiroFish.md,20260329_20250619 - 「高盛研报解读」20250616：中国民企回归系列Part1：趋势逆转｜本周大火的高盛策略报告｜外资研报｜中国经济｜民营企业｜民营经济｜监管｜民营经济促进法｜国进民退｜ [ZNTT8_edJf0]_MiroFish_financial.md,financial,老厉害
20260329_20250619 - 「高盛研报解读」20250616：中国民企回归系列Part2&3：头部民企将越来越大，优选杰出10强｜本周大火的高盛策略报告｜外资研报｜中国经济｜民营企业｜民营经济｜监管｜民营经济促进法｜国进民退｜ [jrAx-i2BBpo]_MiroFish.md,20260329_20250619 - 「高盛研报解读」20250616：中国民企回归系列Part2&3：头部民企将越来越大，优选杰出10强｜本周大火的高盛策略报告｜外资研报｜中国经济｜民营企业｜民营经济｜监管｜民营经济促进法｜国进民退｜ [jrAx-i2BBpo]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250620 - 「汇丰研报解读」20250619：实地调研北京房地产市场，市场严重分化，豪宅涨价存量房降价｜外资研报｜中国经济｜房地产｜房价｜二手房｜豪宅｜ [3umUKIUPiUY]_MiroFish.md,20260329_20250620 - 「汇丰研报解读」20250619：实地调研北京房地产市场，市场严重分化，豪宅涨价存量房降价｜外资研报｜中国经济｜房地产｜房价｜二手房｜豪宅｜ [3umUKIUPiUY]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250623 - 「小摩研报解读」20250622：中国青年失业率高企，应该如何理解“人才红利”｜中国经济｜就业｜青年｜失业｜失业率｜外资研报｜ [87OY9u3fXsU]_MiroFish.md,20260329_20250623 - 「小摩研报解读」20250622：中国青年失业率高企，应该如何理解“人才红利”｜中国经济｜就业｜青年｜失业｜失业率｜外资研报｜ [87OY9u3fXsU]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20250624 - 「瑞银研报解读」20250622：地产量价双降，通缩挥之不去，9月是下一个政策窗口期，中国经济展望｜中国经济｜房地产｜社零｜消费｜通缩｜汇率｜ [bX2BYYZILl4]_MiroFish.md,20260329_20250624 - 「瑞银研报解读」20250622：地产量价双降，通缩挥之不去，9月是下一个政策窗口期，中国经济展望｜中国经济｜房地产｜社零｜消费｜通缩｜汇率｜ [bX2BYYZILl4]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250625 - 「瑞银研报解读」20250620：房地产接近底部了吗？顺便分享我对一线城市房价底部的看法｜外资研报｜中国经济｜房地产｜房价｜二手房｜房租｜租金｜租售比｜房贷｜ [oyaqnmSnvOw]_MiroFish.md,20260329_20250625 - 「瑞银研报解读」20250620：房地产接近底部了吗？顺便分享我对一线城市房价底部的看法｜外资研报｜中国经济｜房地产｜房价｜二手房｜房租｜租金｜租售比｜房贷｜ [oyaqnmSnvOw]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250626 - 「高盛研报解读」20250626：对比全球经验，中国房价还将下跌10%，2027年有望触底｜外资研报｜中国经济｜房地产｜房价｜OECD｜通缩｜政策｜ [213cGS8nXtI]_MiroFish.md,20260329_20250626 - 「高盛研报解读」20250626：对比全球经验，中国房价还将下跌10%，2027年有望触底｜外资研报｜中国经济｜房地产｜房价｜OECD｜通缩｜政策｜ [213cGS8nXtI]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250627 - 「高盛研报解读」20250626：年中中国宏观经济展望：耐心与韧性｜外资研报｜中国经济｜出口｜消费｜以旧换新｜房地产｜货币政策｜汇率｜宏观经济｜ [9Nuc7AgZmWs]_MiroFish.md,20260329_20250627 - 「高盛研报解读」20250626：年中中国宏观经济展望：耐心与韧性｜外资研报｜中国经济｜出口｜消费｜以旧换新｜房地产｜货币政策｜汇率｜宏观经济｜ [9Nuc7AgZmWs]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250628 - 央行货币政策例会通稿印证外资投行判断，三季度没有增量货币政策，决策层对二季度经济表现满意｜货币政策委员会｜中国央行｜PBOC｜经济｜房地产｜消费｜汇率｜通缩｜ [LmEEo3EmApk]_MiroFish.md,20260329_20250628 - 央行货币政策例会通稿印证外资投行判断，三季度没有增量货币政策，决策层对二季度经济表现满意｜货币政策委员会｜中国央行｜PBOC｜经济｜房地产｜消费｜汇率｜通缩｜ [LmEEo3EmApk]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250629 - 「高盛研报解读」20250624：构建“整治违规吃喝”指数，追踪“八项规定”运动强度，预判茅台价格走势｜外资研报｜白酒｜吃喝违规｜反腐｜宏观｜经济｜ [Ughd6oJ0k-s]_MiroFish.md,20260329_20250629 - 「高盛研报解读」20250624：构建“整治违规吃喝”指数，追踪“八项规定”运动强度，预判茅台价格走势｜外资研报｜白酒｜吃喝违规｜反腐｜宏观｜经济｜ [Ughd6oJ0k-s]_MiroFish_technology.md,technology,老厉害
20260329_20250630 - 「花旗研报解读」20250625：通缩深化将成为完成5%经济增长目标的代价，年中中国经济展望｜外资研报｜中国经济｜投资｜消费｜出口｜贸易战｜中美｜宏观｜房地产｜通缩｜GDP平减指数｜PPI｜CPI｜ [8Xgli1X811E]_MiroFish.md,20260329_20250630 - 「花旗研报解读」20250625：通缩深化将成为完成5%经济增长目标的代价，年中中国经济展望｜外资研报｜中国经济｜投资｜消费｜出口｜贸易战｜中美｜宏观｜房地产｜通缩｜GDP平减指数｜PPI｜CPI｜ [8Xgli1X811E]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250701 - 「小摩研报解读」20250701：＂越差越好＂，6月房地产量价跌幅均达历史之巅｜中国经济｜外资研报｜摩根大通｜房地产｜房价｜房企｜宏观｜ [U8KVwUXCJLE]_MiroFish.md,20260329_20250701 - 「小摩研报解读」20250701：＂越差越好＂，6月房地产量价跌幅均达历史之巅｜中国经济｜外资研报｜摩根大通｜房地产｜房价｜房企｜宏观｜ [U8KVwUXCJLE]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250702 - 「小摩研报解读」：20250625：青年失业率数据失真，稳就业反而加剧通缩螺旋，年中中国宏观经济展望｜外资研报｜摩根大通｜中国经济｜失业率｜通缩｜投资｜消费｜内需｜出口｜ [hMpV14Fj09M]_MiroFish.md,20260329_20250702 - 「小摩研报解读」：20250625：青年失业率数据失真，稳就业反而加剧通缩螺旋，年中中国宏观经济展望｜外资研报｜摩根大通｜中国经济｜失业率｜通缩｜投资｜消费｜内需｜出口｜ [hMpV14Fj09M]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250703 - 「小摩研报解读」20250702：领先指标显示中国房地产量价仍将继续下跌｜外资研报｜摩根大通｜房地产｜宏观经济｜中国经济｜房价｜二手房｜新房｜ [TDIi6AWi0M0]_MiroFish.md,20260329_20250703 - 「小摩研报解读」20250702：领先指标显示中国房地产量价仍将继续下跌｜外资研报｜摩根大通｜房地产｜宏观经济｜中国经济｜房价｜二手房｜新房｜ [TDIi6AWi0M0]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250704 - 从小红书永久封禁我的账号，看岁月静好派对国内经济的体感变化，顺便分享胡润最新中国高净值家庭研究研报 [9fYo5VIdFzo]_MiroFish.md,20260329_20250704 - 从小红书永久封禁我的账号，看岁月静好派对国内经济的体感变化，顺便分享胡润最新中国高净值家庭研究研报 [9fYo5VIdFzo]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20250705 - 「大摩研报解读」20250703：财税体制、官僚考核、宏观目标的制度固化，严重阻碍中国经济再平衡转型｜中国经济｜中国思考｜外资研报｜摩根士丹利｜邢自强｜GDP｜ [wQGjQOkKw_s]_MiroFish.md,20260329_20250705 - 「大摩研报解读」20250703：财税体制、官僚考核、宏观目标的制度固化，严重阻碍中国经济再平衡转型｜中国经济｜中国思考｜外资研报｜摩根士丹利｜邢自强｜GDP｜ [wQGjQOkKw_s]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250706 - 「花旗研报解读」20250703：供给侧改革2.0，更难的产能出清和更慢的再通胀｜中国经济｜统一大市场｜通缩｜PPI｜产能过剩｜生产｜消费｜ [pnD6K252E3w]_MiroFish.md,20260329_20250706 - 「花旗研报解读」20250703：供给侧改革2.0，更难的产能出清和更慢的再通胀｜中国经济｜统一大市场｜通缩｜PPI｜产能过剩｜生产｜消费｜ [pnD6K252E3w]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20250707 - 「高盛研报解读」20250706：中国将长期处于低增长、低通胀、低利率环境，高盛建议回归高股息股票，同时配置Prominent 10｜外资研报｜中国经济｜投资策略｜哑铃型｜风险偏好｜ [9Jly_O9PA3M]_MiroFish.md,20260329_20250707 - 「高盛研报解读」20250706：中国将长期处于低增长、低通胀、低利率环境，高盛建议回归高股息股票，同时配置Prominent 10｜外资研报｜中国经济｜投资策略｜哑铃型｜风险偏好｜ [9Jly_O9PA3M]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250708 - 「小摩研报解读」20250704：7月政治局会议前瞻，Q2增速环比已显著放缓，没有总量刺激政策，重点关注结构性政策｜外资研报｜摩根大通｜中国经济｜政治局会议｜货币政策｜财政政策｜ [YV0IZH3KI3o]_MiroFish.md,20260329_20250708 - 「小摩研报解读」20250704：7月政治局会议前瞻，Q2增速环比已显著放缓，没有总量刺激政策，重点关注结构性政策｜外资研报｜摩根大通｜中国经济｜政治局会议｜货币政策｜财政政策｜ [YV0IZH3KI3o]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250712 - 「野村研报解读」20250709：为下半年的需求断崖下滑做好准备，地产、消费、出口、产业投资可能全部熄火｜外资研报｜中国经济｜房地产｜贸易战｜供给侧改革｜以旧换新｜违规吃喝｜ [WAhyrU2frYI]_MiroFish.md,20260329_20250712 - 「野村研报解读」20250709：为下半年的需求断崖下滑做好准备，地产、消费、出口、产业投资可能全部熄火｜外资研报｜中国经济｜房地产｜贸易战｜供给侧改革｜以旧换新｜违规吃喝｜ [WAhyrU2frYI]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250713 - 「花旗研报解读」20250710：7月政治局会议前瞻，重点关注供给侧改革2.0，逆周期政策可能性较低｜外资研报｜中国经济｜货币政策｜财政政策｜ [tslK7L1lelc]_MiroFish.md,20260329_20250713 - 「花旗研报解读」20250710：7月政治局会议前瞻，重点关注供给侧改革2.0，逆周期政策可能性较低｜外资研报｜中国经济｜货币政策｜财政政策｜ [tslK7L1lelc]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250715 - 「小摩研报解读」20250714：房地产不会有强刺激，因无意创造新的泡沫，房价全年温和下跌｜一场生存者的游戏｜中国经济｜外资研报｜摩根大通｜房地产｜房价｜ [gq1DrRehmg4]_MiroFish.md,20260329_20250715 - 「小摩研报解读」20250714：房地产不会有强刺激，因无意创造新的泡沫，房价全年温和下跌｜一场生存者的游戏｜中国经济｜外资研报｜摩根大通｜房地产｜房价｜ [gq1DrRehmg4]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250716 - 「大摩研报解读」20250714：本轮供给侧改革更加复杂，房地产和出口的下滑将对再通胀形成掣肘｜外资研报｜摩根士丹利｜邢自强｜中国经济｜需求｜政策｜债务｜ [3KEj4AlM-4Y]_MiroFish.md,20260329_20250716 - 「大摩研报解读」20250714：本轮供给侧改革更加复杂，房地产和出口的下滑将对再通胀形成掣肘｜外资研报｜摩根士丹利｜邢自强｜中国经济｜需求｜政策｜债务｜ [3KEj4AlM-4Y]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250717 - 「高盛研报解读」20250715：建议降低房地产政策预期，为何中央城市工作会议未重启棚改2.0｜外资研报｜中国经济｜房地产｜城中村改造｜小作文｜房价｜ [BoHiKOB3W5U]_MiroFish.md,20260329_20250717 - 「高盛研报解读」20250715：建议降低房地产政策预期，为何中央城市工作会议未重启棚改2.0｜外资研报｜中国经济｜房地产｜城中村改造｜小作文｜房价｜ [BoHiKOB3W5U]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250720 - 「花旗研报解读」20250717：“八项规定”对下半年社零增速有沉重打击，需额外政策对冲下行压力｜中国经济｜外资研报｜禁酒令｜宏观｜消费｜社会零售品消费总额｜ [3bZV_LAPk9M]_MiroFish.md,20260329_20250720 - 「花旗研报解读」20250717：“八项规定”对下半年社零增速有沉重打击，需额外政策对冲下行压力｜中国经济｜外资研报｜禁酒令｜宏观｜消费｜社会零售品消费总额｜ [3bZV_LAPk9M]_MiroFish_macro_strategy.md,macro_strategy,老厉害
